"last_date","OGC_FID","GEOMETRY","licenses_id","scrape_date","licenseno","status","licensetype","issuedate","exprdate","owner","premisesaddress","segments_id","lon","lat","x","y","city","neighborhood","community","council","tract","business","mailaddress","gcquality","gctype"
"2013-07-09T",1451,"","","2013-07-09T",389227,"ACTIVE",41,"2002-09-04T","2013-06-30T","STIR FRESH ENTERPRISES","17120 BERNARDO CENTER DR, SAN DIEGO, CA  92128",-1,-117.074981012,33.0255081821,6308807.24342,1953908.38584,"NONE","NONE","NONE","NONE","0170.15","Stir Fresh Mongolian Grill","",0,"cns/address"
"2013-07-09T",1452,"","","2013-07-09T",389339,"ACTIVE",21,"2002-07-29T","2013-06-30T","GABBARA, JAMIL","1149 CAMINO DEL MAR, DEL MAR, CA  92014",-1,-136.17877344,25.9454865109,-1.0,-1.0,"NONE","NONE","NONE","NONE","0172.00","Del Mar Liquor & Deli","",-1,"NONE"
"2013-07-09T",1453,"","","2013-07-09T",389402,"ACTIVE",47,"2002-08-19T","2013-07-31T","CHINS SEAFOOD & GRILL INC","9355 KEARNY MESA RD, SAN DIEGO, CA  92126",-1,-117.117901848,32.8924326908,6295249.12616,1905597.63752,"NONE","NONE","NONE","NONE","0094.00","Chins Seafood & Grill","133 OCEAN VIEW DR VISTA, CA  92084",0,"cns/address"
"2013-07-09T",1454,"","","2013-07-09T",389420,"ACTIVE",41,"2002-08-08T","2013-07-31T","QUINTOS, ALBERT ALAN","3396 30TH ST, SAN DIEGO, CA  92104",-1,-117.129603024,32.7408418776,6291192.0333,1850473.91326,"NONE","NONE","NONE","NONE","0043.00","Zensei Sushi","3394 30TH ST SAN DIEGO, CA  92104",0,"cns/address"
"2013-07-09T",1455,"","","2013-07-09T",389469,"ACTIVE",21,"2002-08-26T","2013-07-31T","BEVERAGES & MORE INC","925 CAMINO DE LA REINA, STE A, SAN DIEGO, CA  92108",-1,-136.17877344,25.9454865109,-1.0,-1.0,"NONE","NONE","NONE","NONE","0093.04","Bevmo","1401 WILLOW PASS RD, STE 900 CONCORD, CA  94520-7968",-1,"NONE"
"2013-07-09T",1456,"","","2013-07-09T",389493,"ACTIVE",21,"2002-10-29T","2013-09-30T","SOOD, INDU","5141 COLLEGE AVE, SAN DIEGO, CA  92115",-1,-117.06960389,32.771837029,6309729.79656,1861600.7078,"NONE","NONE","NONE","NONE","0029.04","7 Eleven 13633","",0,"cns/address"
"2013-07-09T",1457,"","","2013-07-09T",389526,"ACTIVE",47,"2002-07-25T","2013-06-30T","RBI INVESTORS DELAWARE L-PSHIP","17550 BERNARDO OAKS DR, SAN DIEGO, CA  92128",-1,-117.065611927,33.0329126563,6311699.91453,1956579.82284,"NONE","NONE","NONE","NONE","0170.15","Rancho Bernardo Inn","533 COAST BLVD S LA JOLLA, CA  92037-4641",0,"cns/address"
"2013-07-09T",1458,"","","2013-07-09T",389531,"ACTIVE",40,"2002-07-25T","2013-06-30T","OAKS NORTH ASSOCIATES DELAWARE L-PSHIP","12574 OAKS NORTH DR, SAN DIEGO, CA  92128",-1,-117.058906832,33.0321850161,6313752.78042,1956299.07073,"NONE","NONE","NONE","NONE","0170.19","Oaks North Golf Course","12602 OAKS NORTH DRIVE SAN DIEGO, CA  92026",1,"cns/address"
"2013-07-09T",1459,"","","2013-07-09T",389555,"ACTIVE",42,"2002-06-26T","2014-02-28T","RANDALL, KENNETH JAMES","3219-3221 ADAMS AVE, SAN DIEGO, CA  92116",-1,-117.127232544,32.7631661083,6291989.268,1858590.079,"NONE","NONE","NONE","NONE","0018.00","Triple Crown Pub","3221 ADAMS AVE SAN DIEGO, CA  92116",0,"cns/segmid"
"2013-07-09T",1460,"","","2013-07-09T",389592,"ACTIVE",45,"2002-07-26T","2013-06-30T","RADER, JACK WESLEY JR","1717 QUIVIRA RD, SAN DIEGO, CA  92109",-1,-117.236605213,32.7634781024,6258368.12216,1859004.11303,"NONE","NONE","NONE","NONE","0076.00","New Seaforth Galley","",40,"cns/address"
"2013-07-09T",1461,"","","2013-07-09T",389638,"ACTIVE",41,"2002-10-28T","2013-09-30T","JC RESORTS LLC","2300 N BROADWAY, ESCONDIDO, CA  92026",-1,-117.092869308,33.1609794661,6303723.0,2003242.0,"NONE","NONE","NONE","NONE","0201.03","Reidy Creek Golf Course","533 COAST BLVD SOUTH LA JOLLA, CA  92037",503,"cns/seginterp"
"2013-07-09T",1462,"","","2013-07-09T",389746,"ACTIVE",41,"2002-09-03T","2013-08-31T","CHEN, MEI LING","3871 4TH AVE, SAN DIEGO, CA  92103",-1,-136.17877344,25.9454865109,-1.0,-1.0,"NONE","NONE","NONE","NONE","0003.00","Hong Kong Restaurant","",-1,"NONE"
"2013-07-09T",1463,"","","2013-07-09T",389772,"ACTIVE",21,"2002-07-26T","2013-08-31T","EL CAJON BLVD MARKET INC","3504 EL CAJON BLVD, SAN DIEGO, CA  92104",-1,-117.117555056,32.7555335647,6294941.12979,1855788.2086,"NONE","NONE","NONE","NONE","0017.00","El Cajon Blvd Market","",0,"cns/address"
"2013-07-09T",1464,"","","2013-07-09T",389774,"ACTIVE",41,"2002-09-03T","2013-08-31T","GOLDEN PLUMERIA LLC","1006 N EL CAMINO REAL, STE C, ENCINITAS, CA  92024",-1,-117.230362928,32.977667729,6261019.797,1936914.786,"NONE","NONE","NONE","NONE","0174.04","Wahoos Fish Taco","2855 PULLMAN ST SANTA ANA, CA  92705-5713",0,"cns/segmid"
"2013-07-09T",1465,"","","2013-07-09T",389783,"ACTIVE",21,"2002-08-05T","2014-04-30T","BIG LIQUOR INC","617-617A N REDONDO DR, OCEANSIDE, CA  92057",-1,-117.302860335,33.2548936971,6239806.37,2037995.671,"NONE","NONE","NONE","NONE","0186.10","Big Liquor","",0,"cns/segmid"
"2013-07-09T",1466,"","","2013-07-09T",389827,"ACTIVE",21,"2002-07-03T","2014-04-30T","RAZOOKY, MAJED ZIA","3663 EUCLID AVE, SAN DIEGO, CA  92105",-1,-117.092080604,32.7453617986,6302743.06208,1852023.15693,"NONE","NONE","NONE","NONE","0027.09","S N R Market & Liquor","",0,"cns/address"
"2013-07-09T",1467,"","","2013-07-09T",389884,"ACTIVE",47,"2002-11-15T","2013-10-31T","MORGAN, APRIL MAY","1079 SEACOAST DR, IMPERIAL BEACH, CA  91932",-1,-117.131717216,32.5769435148,6290037.656,1790847.496,"NONE","NONE","NONE","NONE","0102.00","I B Forum","",101,"cns/seginterp"
"2013-07-09T",1468,"","","2013-07-09T",389901,"ACTIVE",47,"2002-08-09T","2013-07-31T","BECC ENTERPRISES INC","3714-16 MISSION BLVD, SAN DIEGO, CA  92109",-1,-117.252492331,32.7823943156,6253550.486,1865932.978,"NONE","NONE","NONE","NONE","0076.00","Guava Beach Bar & Grill","",0,"cns/segmid"
"2013-07-09T",1469,"","","2013-07-09T",389922,"ACTIVE",48,"2002-08-14T","2013-07-31T","HILL, JOSEPH ANTHONY","8729 BROADWAY, LA MESA, CA  91941",-1,-117.012228911,32.7512604493,6327311.15247,1853980.40871,"NONE","NONE","NONE","NONE","0138.01","Mannys Cocktails","7370 LA MESITA PL, UNIT 10 LA MESA, CA  91941",0,"cns/address"
"2013-07-09T",1470,"","","2013-07-09T",390006,"ACTIVE",41,"2002-08-12T","2013-07-31T","ARMARANA ENTERPRISES INCORPORATED","4101 GENESEE AVE, SAN DIEGO, CA  92111",-1,-117.179789952,32.8194316848,6276015.12835,1879201.30225,"NONE","NONE","NONE","NONE","0085.09","El Portal Grill & Seafood","",0,"cns/address"
"2013-07-09T",1471,"","","2013-07-09T",390018,"ACTIVE",47,"2002-08-21T","2013-07-31T","BUD BAC INC","653 5TH AVE, SAN DIEGO, CA  92101",-1,-117.089970071,33.1123979429,6304467.834,1985558.905,"NONE","NONE","NONE","NONE","0053.00","Lime The","",0,"cns/segmid"
"2013-07-09T",1472,"","","2013-07-09T",390020,"ACTIVE",42,"2002-09-27T","2013-08-31T","PIERVIEW INVESTMENTS II CORP","301-305 PIER VIEW WY, OCEANSIDE, CA  92054-2524",-1,-117.382721168,33.1952746804,6215158.111,2016560.077,"NONE","NONE","NONE","NONE","0184.00","Pier View Pub","",0,"cns/segmid"
"2013-07-09T",1473,"","","2013-07-09T",390026,"ACTIVE",21,"2002-08-16T","2014-03-31T","K & M NEWPORT INC","2955-2957 BEYER BLVD, SAN DIEGO, CA  92154",-1,-117.038008129,32.5580716016,6318853.966,1783750.001,"NONE","NONE","NONE","NONE","0100.10","Newport Liquor","",0,"cns/segmid"
"2013-07-09T",1474,"","","2013-07-09T",390056,"ACTIVE",21,"2002-08-21T","2013-07-31T","TIGERS A INC","1335 LA CRESTA BLVD, EL CAJON, CA  92021",-1,-116.863972555,32.8108425643,6373021.236,1875357.9475,"NONE","NONE","NONE","NONE","0155.01","Rainbow Farms Market","12003 VIA EUCALIPTO EL CAJON, CA  92019",0,"cns/address"
"2013-07-09T",1475,"","","2013-07-09T",390095,"ACTIVE",52,"2004-08-19T","2013-07-31T","VFW POST 2422 GENERAL HENRY D STYER","557-559 ORANGE AVE, CORONADO, CA  92118",-1,-117.175252403,32.6937606908,6277003.367,1833465.739,"NONE","NONE","NONE","NONE","0110.00","Vfw","",0,"cns/segmid"
"2013-07-09T",1476,"","","2013-07-09T",390101,"ACTIVE",20,"2002-08-21T","2013-07-31T","MORALES, MARTHA HERNANDEZ","2506 S SANTA FE AVE, STE B9 & B10, VISTA, CA  92084",-1,-117.204424808,33.1636520935,6269593.42016,2004508.64493,"NONE","NONE","NONE","NONE","0199.03","El Leon Market","",0,"cns/address"
"2013-07-09T",1477,"","","2013-07-09T",390164,"ACTIVE",21,"2002-10-07T","2013-09-30T","YOUSIF, NAJIB R","405 JAMACHA RD, EL CAJON, CA  92019",-1,-116.932468827,32.7919346966,6351930.74879,1868609.37705,"NONE","NONE","NONE","NONE","0156.01","Foothill Liquor","",0,"cns/address"
"2013-07-09T",1478,"","","2013-07-09T",390322,"ACTIVE",47,"2002-11-12T","2013-10-31T","PREMIER GOLF RESTAURANT MANAGEMENT INC","3121 WILLOW GLEN DR, EL CAJON, CA  92019",-1,-116.910464261,32.7485914984,6358593.19165,1852795.87425,"NONE","NONE","NONE","NONE","0213.03","Cottonwood At Rancho San Diego","",0,"cns/address"
"2013-07-09T",1479,"","","2013-07-09T",390355,"ACTIVE",47,"2002-08-22T","2013-07-31T","TOWN AND COUNTRY HOTEL INC","500 HOTEL CIR N, SAN DIEGO, CA  92108-3005",-1,-117.168331844,32.7631144797,6279354.74198,1858680.08609,"NONE","NONE","NONE","NONE","0089.02","Town & Country Hotel","",0,"cns/address"
"2013-07-09T",1480,"","","2013-07-09T",390371,"ACTIVE",47,"2002-08-22T","2014-04-30T","TOWN AND COUNTRY HOTEL INC","248 HOTEL CIR N, SAN DIEGO, CA  92108",-1,-117.166364391,32.7613292561,6279953.84848,1858025.24242,"NONE","NONE","NONE","NONE","0089.02","Kellys Steakhouse","500 HOTEL CIR N SAN DIEGO, CA  92108-3005",46,"cns/seginterp"
"2013-07-09T",1481,"","","2013-07-09T",390522,"ACTIVE",20,"2002-09-26T","2013-06-30T","7 ELEVEN INC","4687 OHIO ST, SAN DIEGO, CA  92116",-1,-117.128606942,32.7626839775,6291565.28443,1858418.22125,"NONE","NONE","NONE","NONE","0011.00","7 Eleven Store 16073 2121","PO BOX 219088 DALLAS, TX  75221-9088",0,"cns/address"
"2013-07-09T",1482,"","","2013-07-09T",390549,"ACTIVE",21,"2002-08-19T","2014-02-28T","TRADER MORTS LLC","2904 SHELTER ISLAND DR, SAN DIEGO, CA  92106",-1,-117.229896443,32.7222544375,6260289.48597,1843986.23592,"NONE","NONE","NONE","NONE","0214.00","Trader Morts","",0,"cns/address"
"2013-07-09T",1483,"","","2013-07-09T",390583,"ACTIVE",21,"2002-12-17T","2013-11-30T","BADRANI & PATTAH INC","1628-1632 E VALLEY PKWY, ESCONDIDO, CA  92027",-1,-117.029260236,33.1650513267,6323200.008,2004572.094,"NONE","NONE","NONE","NONE","0202.07","Viva Market 2","",0,"cns/segmid"
"2013-07-09T",1484,"","","2013-07-09T",390654,"ACTIVE",20,"2002-10-25T","2013-06-30T","7 ELEVEN INC","15 N EUCLID AVE, NATIONAL CITY, CA  91950",-1,-117.085473534,32.6898079184,6304612.60081,1831794.35998,"NONE","NONE","NONE","NONE","0119.02","7 Eleven Store 2131 13564F","PO BOX 219088 DALLAS, TX  75221-9088",13,"cns/address"
"2013-07-09T",1485,"","","2013-07-09T",390777,"ACTIVE",41,"2002-08-02T","2014-03-31T","HAHM, HYUN JU","850 W MISSION BAY DR, SAN DIEGO, CA  92109",-1,-117.249850218,32.7722793667,6254327.22348,1862245.06173,"NONE","NONE","NONE","NONE","0076.00","Mizu Japanese Restaurant","",0,"cns/address"
"2013-07-09T",1486,"","","2013-07-09T",391018,"ACTIVE",47,"2002-12-26T","2013-11-30T","CHLN INC","1201 1ST ST, BLDG 3, CORONADO, CA  92118",-1,-136.17877344,25.9454865109,-1.0,-1.0,"NONE","NONE","NONE","NONE","0110.00","Peohes","1510 WEST LOOP S ATTN LICENSING DEPT HOUSTON, TX  77027-9505",-1,"NONE"
"2013-07-09T",1487,"","","2013-07-09T",391144,"ACTIVE",48,"2002-09-25T","2013-08-31T","ROSSLER, MICHAEL CHARLES ALEX","4757 UNIVERSITY AVE, SAN DIEGO, CA  92105",-1,-117.091520782,32.7492624423,6302926.64715,1853440.95679,"NONE","NONE","NONE","NONE","0027.09","Tower Bar The","",0,"cns/address"
"2013-07-09T",1488,"","","2013-07-09T",391178,"ACTIVE",41,"2002-09-16T","2013-09-30T","OCHOAGARCIA, ESTEBAN","1595 PACIFIC HWY, SAN DIEGO, CA  92101",-1,-117.23934126,32.7937396064,6257631.51557,1870022.12751,"NONE","NONE","NONE","NONE","0058.00","Los Panchitos Mexican Food","",18,"cns/address"
"2013-07-09T",1489,"","","2013-07-09T",391222,"ACTIVE",20,"2002-09-18T","2013-06-30T","7 ELEVEN INC","14110 OLDE HIGHWAY 80, # A, EL CAJON, CA  92021",-1,-136.17877344,25.9454865109,-1.0,-1.0,"NONE","NONE","NONE","NONE","0155.01","7 Eleven 16439","PO BOX 219088 DALLAS, TX  75221-9088",-1,"NONE"
"2013-07-09T",1490,"","","2013-07-09T",391312,"ACTIVE",40,"2002-10-07T","2013-09-30T","SHEESHA LOUNGE INC THE","2990 JAMACHA RD, STE 108, EL CAJON, CA  92019",-1,-116.941953112,32.7404803542,6348891.84319,1849907.51852,"NONE","NONE","NONE","NONE","0136.06","Sheesha Lounge The","",0,"cns/address"
"2013-07-09T",1491,"","","2013-07-09T",391486,"ACTIVE",41,"2003-12-23T","2013-11-30T","JT COAST2COAST INC","1459 GARNET AVE, SAN DIEGO, CA  92109",-1,-117.243174106,32.7989902118,6256471.8738,1871943.65277,"NONE","NONE","NONE","NONE","0079.07","Hoboken Pizza Cafe","PO BOX 9606 SAN DIEGO, CA  92169",0,"cns/address"
"2013-07-09T",1492,"","","2013-07-09T",391511,"ACTIVE",41,"2003-01-16T","2013-12-31T","VENEGASMARQUEZ, JUAN","742-744 N MIDWAY DR, ESCONDIDO, CA  92027",-1,-117.052192732,33.1382308462,6316107.337,1994866.89,"NONE","NONE","NONE","NONE","0202.08","Ranchos Restaurant","",0,"cns/segmid"
"2013-07-09T",1493,"","","2013-07-09T",391584,"ACTIVE",20,"2002-10-04T","2014-05-31T","T & H PRIME MEATS AND SAUSAGE INC","735 E MISSION RD, SAN MARCOS, CA  92069",-1,-117.148042261,33.1443576517,6286786.71135,1997335.28594,"NONE","NONE","NONE","NONE","0200.21","T & H Prime Meats And Sausage Inc","",94,"cns/address"
"2013-07-09T",1494,"","","2013-07-09T",391592,"ACTIVE",41,"2002-10-07T","2013-08-31T","T & H PRIME MEATS AND SAUSAGE INC","739 E MISSION RD, SAN MARCOS, CA  92069",-1,-117.148042261,33.1443576517,6286786.71135,1997335.28594,"NONE","NONE","NONE","NONE","0200.21","T & H Prime Meats And Sausage Inc","735 E MISSION RD SAN MARCOS, CA  92069",98,"cns/address"
"2013-07-09T",1495,"","","2013-07-09T",391643,"ACTIVE",20,"2002-11-05T","2013-10-31T","S & B GROCERY INC","6386 DEL CERRO BLVD, SAN DIEGO, CA  92120",-1,-117.059567926,32.7837500812,6312848.32977,1865910.9972,"NONE","NONE","NONE","NONE","0097.06","Windmill Farms","",0,"cns/address"
"2013-07-09T",1496,"","","2013-07-09T",391756,"ACTIVE",48,"2002-11-01T","2013-10-31T","GAMA GROUP ENTERTAINMENT INC","1299 CAMINO DEL RIO S, SAN DIEGO, CA  92108",-1,-136.17877344,25.9454865109,-1.0,-1.0,"NONE","NONE","NONE","NONE","0093.04","Club Fuego","3486 RICH FIELD DR CARLSBAD, CA  92010-5544",-1,"NONE"
"2013-07-09T",1497,"","","2013-07-09T",391790,"ACTIVE",41,"2002-11-18T","2013-10-31T","RUBIOS RESTAURANTS INC","5620 PASEO DEL NORTE, STE 128C, CARLSBAD, CA  92008",-1,-117.322995674,33.1269050261,6233171.95972,1991491.60593,"NONE","NONE","NONE","NONE","0221.00","Rubios Fresh Mexican Grill","1902 WRIGHT PL, STE 300 CARLSBAD, CA  92008-6583",1479,"cns/seginterp"
"2013-07-09T",1498,"","","2013-07-09T",391799,"ACTIVE",47,"2002-09-27T","2013-08-31T","LYDIAS RESTAURANT & NIGHT CLUB INC","1628 PALM AVE, SAN DIEGO, CA  92154",-1,-117.087298074,32.6730741718,6304002.35525,1825710.53203,"NONE","NONE","NONE","NONE","0101.03","Lydias Restaurant & Nightclub","",1,"cns/address"
"2013-07-09T",1499,"","","2013-07-09T",391839,"ACTIVE",64,"2003-02-25T","2014-01-31T","AMERICAN RESIDENT THEATRE STAGE","123 BROADWAY, SAN DIEGO, CA  92101",-1,-117.163419466,32.716082668,6280714.94651,1841555.11108,"NONE","NONE","NONE","NONE","0053.00","American Resident Theatre","121 BROADWAY, STE 600 SAN DIEGO, CA  92101",1,"cns/address"
"2013-07-09T",1500,"","","2013-07-09T",391872,"ACTIVE",41,"2002-09-30T","2013-08-31T","LORJA, FABJOLA","3017 UNIVERSITY AVE, SAN DIEGO, CA  92104",-1,-117.12944716,32.7481679537,6291262.4426,1853138.98194,"NONE","NONE","NONE","NONE","0014.00","Florencia Pizza Restaurant","",0,"cns/address"
"2013-07-09T",1501,"","","2013-07-09T",392041,"ACTIVE",21,"2004-05-26T","2013-10-31T","TALIA LIQUOR INC","5837 MARKET ST, SAN DIEGO, CA  92114",-1,-117.071744004,32.7097666768,6308893.97435,1839022.49845,"NONE","NONE","NONE","NONE","0030.01","Talia Liquor","",0,"cns/address"
"2013-07-09T",1502,"","","2013-07-09T",392059,"ACTIVE",41,"2002-11-20T","2013-10-31T","TRUJILLO, MARIA C DOMINGUEZ","5119 COLLEGE AVE, SAN DIEGO, CA  92115",-1,-117.069589502,32.7711993093,6309732.39526,1861368.64815,"NONE","NONE","NONE","NONE","0029.04","Trujillos Taco Shop","",0,"cns/address"
"2013-07-09T",1503,"","","2013-07-09T",392188,"ACTIVE",47,"2002-10-21T","2014-01-31T","SI FUENTES & FARIAS INC","3750 JOHN J MONTGOMERY DR, SAN DIEGO, CA  92123",-1,-117.141217321,32.8145972387,6287850.14331,1877338.88703,"NONE","NONE","NONE","NONE","0085.11","Casa Machado Mexican Restaurant","",0,"cns/address"
"2013-07-09T",1504,"","","2013-07-09T",392388,"ACTIVE",47,"2003-03-07T","2014-02-28T","DESIDERIO, MIWAKO","1065 4TH AVE, SAN DIEGO, CA  92101",-1,-136.17877344,25.9454865109,-1.0,-1.0,"NONE","NONE","NONE","NONE","0053.00","Local The","",-1,"NONE"
"2013-07-09T",1505,"","","2013-07-09T",392477,"ACTIVE",41,"2002-12-12T","2013-11-30T","CAFE LE BISTRO","8935 TOWNE CENTRE DR, STE 110, SAN DIEGO, CA  92122",-1,-117.207048855,32.8682742369,6267803.95564,1897047.51905,"NONE","NONE","NONE","NONE","0083.40","Cafe Le Bistro","",229,"cns/seginterp"
"2013-07-09T",1506,"","","2013-07-09T",392615,"ACTIVE",41,"2002-10-30T","2013-09-30T","INFUSED FOOD INC","106 S SIERRA AVE, SOLANA BEACH, CA  92075",-1,-117.273673767,32.9905065414,6247783.98779,1941713.58333,"NONE","NONE","NONE","NONE","0173.04","Naked Cafe","521 MARVISTA DR SOLANA BEACH, CA  92075-1329",29,"cns/address"
"2013-07-09T",1507,"","","2013-07-09T",392697,"ACTIVE",47,"2002-10-16T","2013-09-30T","PLAYERS BAR LLC","7061 CLAIREMONT MESA BLVD, # 211-213, SAN DIEGO, CA  92111",-1,-117.16512332,32.8318504864,6280560.57562,1883679.80004,"NONE","NONE","NONE","NONE","0085.11","Players Sports Bar & Grill","",0,"cns/address"
"2013-07-09T",1508,"","","2013-07-09T",392845,"ACTIVE",47,"2002-11-13T","2013-10-31T","WESTERN HOST INC","421 W B ST, SAN DIEGO, CA  92101",-1,-117.166890353,32.7175426529,6279652.06177,1842095.67175,"NONE","NONE","NONE","NONE","0054.00","W Hotel San Diego","9002 SAN MARCO CT, ATTN:  LEGAL BRIAN JUERS ORLANDO, FL  32819",0,"cns/address"
"2013-07-09T",1509,"","","2013-07-09T",392931,"ACTIVE",48,"2002-10-24T","2013-09-30T","NC EAGLE ENTERTAINMENT INC","3040 N PARK WAY, SAN DIEGO, CA  92104",-1,-117.128540848,32.7475786182,6291539.29371,1852922.21262,"NONE","NONE","NONE","NONE","0014.00","San Diego Eagle","8053 BROADWAY LEMON GROVE, CA  91945",0,"cns/address"
"2013-07-09T",1510,"","","2013-07-09T",392952,"ACTIVE",47,"2002-10-30T","2013-08-31T","KENSINGTON GRILL INC","4053-4055-4059 ADAMS AVE, SAN DIEGO, CA  92116",-1,-136.17877344,25.9454865109,-1.0,-1.0,"NONE","NONE","NONE","NONE","0021.00","Kensington Grill & Urban Kitchen","",-1,"NONE"
"2013-07-09T",1511,"","","2013-07-09T",392995,"ACTIVE",41,"2002-11-18T","2013-10-31T","CORTES, BERNARDO NANEZ","342 S TWIN OAKS VALLEY RD, STE 141, SAN MARCOS, CA  92078",-1,-117.1646329,33.1312154401,6281666.69876,1992597.78567,"NONE","NONE","NONE","NONE","0200.26","Mr Taco 2 Mexican Food","",1307,"cns/seginterp"
"2013-07-09T",1512,"","","2013-07-09T",393203,"SUREND",41,"2002-11-22T","2013-10-31T","BARRIENTOS, ROSA MARIA","4993 NIAGARA AVE, STE 103, SAN DIEGO, CA  92107-3184",-1,-117.251772932,32.7456693846,6253643.20555,1852569.23249,"NONE","NONE","NONE","NONE","0073.01","Ortegas Tamaleria","4888 NEWPORT AVE SAN DIEGO, CA  92107",0,"cns/address"
"2013-07-09T",1513,"","","2013-07-09T",393236,"ACTIVE",47,"2003-03-06T","2014-02-28T","VEGA ALBELA INC","2608 S ESCONDIDO BLVD, ESCONDIDO, CA  92025",-1,-117.071275947,33.088141309,6310122.337,1976687.772,"NONE","NONE","NONE","NONE","0207.08","Hacienda De Vega","",42,"cns/address"
"2013-07-09T",1514,"","","2013-07-09T",393255,"SUREND",20,"2002-12-11T","2013-11-30T","LEMON GROVE ULTRA MART INC","9035 MISSION GORGE RD, SANTEE, CA  92071",-1,-117.001664161,32.8376746574,6330786.00638,1885397.5111,"NONE","NONE","NONE","NONE","0166.05","Qwik Korner 2","",20,"cns/address"
"2013-07-09T",1515,"","","2013-07-09T",393337,"ACTIVE",48,"2003-04-03T","2014-01-31T","JERLOU CORP","4633 MISSION BLVD, SAN DIEGO, CA  92109",-1,-117.255664928,32.7981595068,6252630.74293,1871678.20948,"NONE","NONE","NONE","NONE","0079.05","Thrusters Lounge","812 LAW ST SAN DIEGO, CA  92109",0,"cns/address"
"2013-07-09T",1516,"","","2013-07-09T",393564,"ACTIVE",47,"2002-12-06T","2013-08-31T","MARIETAS RESTAURANT EAST INC","1746 E MAIN ST, EL CAJON, CA  92021",-1,-116.918144455,32.8136771624,6356383.53887,1876491.62047,"NONE","NONE","NONE","NONE","0164.01","Marietas Restaurant East","",0,"cns/address"
"2013-07-09T",1517,"","","2013-07-09T",393597,"ACTIVE",48,"2002-12-17T","2013-10-31T","KELLYS PUB EAST INC","719 E BRADLEY AVE, EL CAJON, CA  92021-3111",-1,-116.951393453,32.8183310468,6346179.53717,1878251.97222,"NONE","NONE","NONE","NONE","0165.04","Kellys Pub East Inc","",0,"cns/address"
"2013-07-09T",1518,"","","2013-07-09T",393793,"ACTIVE",20,"2002-12-09T","2013-11-30T","JAY OIL CORPORATION","8200 UNIVERSITY AVE, LA MESA, CA  91941",-1,-117.021431089,32.767724281,6324526.2151,1859991.36074,"NONE","NONE","NONE","NONE","0149.02","Spring Chevron","",0,"cns/address"
"2013-07-09T",1519,"","","2013-07-09T",393935,"ACTIVE",41,"2002-11-13T","2013-11-30T","GOLDEN CHOPSTICKS CHINESE RESTAURANT LLC","1430 E PLAZA BLVD, E22-23A, NATIONAL CITY, CA  91950",-1,-117.089336429,32.6765240093,6303385.20386,1826970.74884,"NONE","NONE","NONE","NONE","0117.00","Golden Chopsticks Chinese Restaurant","",110,"cns/address"
"2013-07-09T",1520,"","","2013-07-09T",394110,"ACTIVE",20,"2002-12-23T","2013-11-30T","L J F INC","431 N HIGHLAND AVE, NATIONAL CITY, CA  91950",-1,-117.101469862,32.6851969152,6299677.34343,1830156.53004,"NONE","NONE","NONE","NONE","0118.02","Don John Market","",251,"cns/seginterp"
"2013-07-09T",1521,"","","2013-07-09T",394167,"ACTIVE",48,"2003-03-03T","2014-02-28T","3100 FIFTH AVENUE INC","3100 5TH AVE, SAN DIEGO, CA  92103",-1,-117.089970071,33.1123979429,6304467.834,1985558.905,"NONE","NONE","NONE","NONE","0060.00","Caliph","",0,"cns/segmid"
"2013-07-09T",1522,"","","2013-07-09T",394184,"ACTIVE",21,"2002-10-23T","2014-05-31T","MANSOOR, MARK","772 3RD AVE, CHULA VISTA, CA  91910",-1,-136.17877344,25.9454865109,-1.0,-1.0,"NONE","NONE","NONE","NONE","0130.00","Third Ave Mini Mart","",-1,"NONE"
"2013-07-09T",1523,"","","2013-07-09T",394196,"ACTIVE",41,"2002-12-12T","2014-03-31T","LIGHTNIN JACKS BBQ INC","4705 CLAIREMONT DR, STE H, SAN DIEGO, CA  92117-2760",-1,-117.203865322,32.8305399914,6268655.83385,1883309.66265,"NONE","NONE","NONE","NONE","0085.02","Lightnin Jacks Bbq","",0,"cns/address"
"2013-07-09T",1524,"","","2013-07-09T",394224,"ACTIVE",21,"2002-11-27T","2013-08-31T","RED & WHITE MARKETS INC","510 VISTA WAY, OCEANSIDE, CA  92054",-1,-117.359209467,33.1726632835,6222262.73363,2008255.9613,"NONE","NONE","NONE","NONE","0181.00","Red & White Market","",0,"cns/address"
"2013-07-09T",1525,"","","2013-07-09T",394331,"ACTIVE",41,"2002-12-16T","2013-08-31T","HOTWINGS INC","6715 EL CAJON BLVD, SAN DIEGO, CA  92115",-1,-117.053070723,32.7682945394,6314801.87419,1860272.27757,"NONE","NONE","NONE","NONE","0029.05","Wings N Things","",0,"cns/address"
"2013-07-09T",1526,"","","2013-07-09T",394348,"ACTIVE",20,"2003-01-08T","2013-06-30T","7 ELEVEN INC","10710 WOODSIDE AVE, SANTEE, CA  92071",-1,-116.96708266,32.8387359256,6341410.52132,1885708.82652,"NONE","NONE","NONE","NONE","0166.07","7 Eleven 18469","PO BOX 219088 DALLAS, TX  75221-9088",0,"cns/address"
